Original_ID,Common_name,SMILES,Value,Unit,Endpoint,Standardized_Value,Standardized_Endpoint,No_symbol_Value,Assay,Description,Link,Source Type,Source,Citation,Publish_Year
BAS_51600341,    ,O=C(N1CC2(C(=O)N(CCCC)CCOc3c(cccc3)CCCC2)OCC1)C=1C(=O)N(C)C(C)=CC=1,-5.767,    ,Log Peff,-5.767,Log Peff,-5.767004,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51599939,    ,O=C(N1CC2(C(=O)N(C)CCOc3c(cccc3)CCCC2)OCC1)c1nnccc1,-5.712,    ,Log Peff,-5.712,Log Peff,-5.7121983,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51597126,    ,FC(F)(F)c1nn(CC(=O)N2CC3(C(=O)N(CC)CCOc4c(cccc4)CCCC3)OCC2)cc1,-6.081,    ,Log Peff,-6.081,Log Peff,-6.0809221,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52203490,    ,O=C(CCc1cc2c(OCCCCCNC(=O)CN(C(C)C)C2)cc1)N1CCCC1,-5.02,    ,Log Peff,-5.02,Log Peff,-5.0199966,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52477540,    ,O=C(N(CCO)CC)c1cc2c(OCCOCCN(C(C)C)Cc3cc(ccc3)C2)cc1,-5.851,    ,Log Peff,-5.851,Log Peff,-5.850781,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52172576,    ,O=C(N1CCOc2c(C(=O)N3CCC(COC)(CC3)CCCC1)cccc2)c1cc(C)ccc1,-5.38,    ,Log Peff,-5.38,Log Peff,-5.3798637,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52446629,    ,O=C(N(Cc1sc(C)cc1)CC1OCCC1)CCc1cc2c(OCCCCCNC(=O)CN(C(C)C)C2)cc1,-5.558,    ,Log Peff,-5.558,Log Peff,-5.5575204,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_57264422,    ,Clc1c(/C=C/C(=O)N2C(CC(C)C)CN(C(=O)c3c(F)cccc3)CC(OC)C(O)C(O)COCCCC2)ccc(Cl)c1,-5.917,    ,Log Peff,-5.917,Log Peff,-5.9172144,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52143696,    ,O=C(N)CC1C(=O)NC(C(C)C)C(=O)NC(C)COc2c(C(=O)NC(C(=O)NCc3cc(CN4CCOCC4)ccc3)CC(=O)N1)cccc2,-8,    ,Log Peff,-8,Log Peff,-8,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52103322,    ,O=C(NCCCc1cc(OC)ccc1)C1NC(=O)c2c(OCC3N(C(=O)C(C(O)C)NC(=O)C1)CCC3)cccc2,-6.959,    ,Log Peff,-6.959,Log Peff,-6.9586072,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52172566,    ,O=C(C)N1CCOc2c(C(=O)N3CCC(COC)(CC3)CCCC1)cccc2,-5.9,    ,Log Peff,-5.9,Log Peff,-5.8996296,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51606208,    ,Clc1cc2C(=O)NCCCCN(C(=O)C3CCN(C(=O)C)CC3)CC(=O)NC(CC(C)C)COc2cc1,-6.569,    ,Log Peff,-6.569,Log Peff,-6.5686364,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51597375,    ,O=C(N1CC2(C(=O)N(CC)CCOc3c(cccc3)CCCC2)OCC1)c1nc2n(C(C)=CC=C2)c1,-5.327,    ,Log Peff,-5.327,Log Peff,-5.3269792,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52207401,    ,O=C(Nc1cnc(C)cc1)CN1Cc2c(Oc3c(OCCCCCC1)cccc3)nccc2,-5.04,    ,Log Peff,-5.04,Log Peff,-5.0395293,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51831759,    ,O=C(NCc1ccc(CN2CCOCC2)cc1)C1NC(=O)c2c(OCC(CC(C)C)NC(=O)C(C(CC)C)NC(=O)C1)cccc2,-6.658,    ,Log Peff,-6.658,Log Peff,-6.6575775,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51607167,    ,Clc1cc2C(=O)NCCCCN(C(=O)c3nccc4c3cccc4)CC(=O)NC(C(C)C)COc2cc1,-5.975,    ,Log Peff,-5.975,Log Peff,-5.9746943,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52206463,    ,O=C(NCC1CC1)CN1Cc2c(Oc3c(OCCCCCC1)cccc3)nccc2,-5.209,    ,Log Peff,-5.209,Log Peff,-5.2090116,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52206344,    ,Clc1c(C)n(CCNC(=O)CN2Cc3c(Oc4c(OCC(C)(C)CCC2)cccc4)nccc3)nc1C,-6.051,    ,Log Peff,-6.051,Log Peff,-6.0506101,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51597148,    ,O=C(C(OC)(C)C)N1CC2(C(=O)N(CC)CCOc3c(cccc3)CCCC2)OCC1,-5.325,    ,Log Peff,-5.325,Log Peff,-5.325139,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52169740,    ,O=C(NCc1ccc(CN2CCOCC2)cc1)C1NC(=O)c2c(OCCCNC(=O)C(Cc3ccccc3)NC(=O)C(C(O)C)NC(=O)C1)cccc2,-8,    ,Log Peff,-8,Log Peff,-8,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51597293,    ,O=C(CCCn1ncnc1)N1CC2(C(=O)N(CC)CCOc3c(cccc3)CCCC2)OCC1,-5.564,    ,Log Peff,-5.564,Log Peff,-5.5638375,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51903987,    ,O=C(NCCOc1ccc(OC)cc1)C1NC(=O)c2c(OCCN(C)C(=O)C(C(C)C)NC(=O)C1)cccc2,-7.046,    ,Log Peff,-7.046,Log Peff,-7.0457573,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51904085,    ,O=C(NCCOc1ccc(OC)cc1)C1NC(=O)c2c(OCCN(C)C(=O)C(C(C)C)NC(=O)C1)cccc2,-6.886,    ,Log Peff,-6.886,Log Peff,-6.8860564,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_54561544,    ,O=C(C)N1CC(OC)C(O)C(O)COCCCCN(C(=O)c2noc(CCC)c2)CCC1,-6.77,    ,Log Peff,-6.77,Log Peff,-6.7695513,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_54567617,    ,O=C(CN1CCN(Cc2cc(OC)ccc2)CC1)N1C(c2cc(OC)ccc2)C(C(C)C)CN(C(=O)C)CC(OC)C(O)C(O)COCCCC1,-6.31,    ,Log Peff,-6.31,Log Peff,-6.309804,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52096446,    ,O=C(NCc1cc(CN2C(=O)CCC2)ccc1)C1NC(=O)c2c(OCCNC(=O)C(CO)NC(=O)C1)cccc2,-7.222,    ,Log Peff,-7.222,Log Peff,-7.221849,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51618259,    ,O=C(CCOC)N1CC2(CNC(=O)c3c(OCCCCC2)cccc3)CCC1,-5.133,    ,Log Peff,-5.133,Log Peff,-5.133122,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52098044,    ,O=C(N1CC(C)OC(C)C1)C1NC(=O)c2c(OCCNC(=O)C3N(C(=O)C1)CCC3)cccc2,-6.959,    ,Log Peff,-6.959,Log Peff,-6.9586072,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51607157,    ,Clc1cc2C(=O)NCCCCN(C(=O)Cc3cc(F)ccc3)CC(=O)NC(C(C)C)COc2cc1,-5.818,    ,Log Peff,-5.818,Log Peff,-5.8181562,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51597226,    ,O=C(CN1CCC(C(=O)N)CC1)N1CC2(C(=O)N(CC)CCOc3c(cccc3)CCCC2)OCC1,-6.387,    ,Log Peff,-6.387,Log Peff,-6.3872161,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51597053,    ,O=C(N1CC2(C(=O)N(CC)CCOc3c(cccc3)CCCC2)OCC1)c1nnccc1,-5.399,    ,Log Peff,-5.399,Log Peff,-5.3990269,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51411525,    ,O=C(Nc1ccc(C(C)C)cc1)CN1CC2C(NC(=O)C(Cc3ccccc3)NC(=O)C3(C/C=C/C2)CCOCC3)CC1,-6.114,    ,Log Peff,-6.114,Log Peff,-6.1135092,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52206201,    ,O=C(Nc1c(C)ccnc1)CN1Cc2c(Oc3c(OCC(C)(C)CCC1)cccc3)nccc2,-5.149,    ,Log Peff,-5.149,Log Peff,-5.149354,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51564583,    ,O=C(Nc1ccc(N(C)C)cc1)CN1CC2C(NC(=O)C(Cc3ccccc3)NC(=O)C3(C/C=C/C2)CCOCC3)CC1,-6.004,    ,Log Peff,-6.004,Log Peff,-6.004365,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51616382,    ,Clc1cc2C(=O)N(C)C(C)C(=O)N(C)CCCCN(C(=O)c3nn(CC)c(C)c3)CCCCOc2cc1,-5.489,    ,Log Peff,-5.489,Log Peff,-5.4894552,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52146305,    ,O=C(NCCOC)Cc1cc2c(OCCCCCNC(=O)CN(Cc3ccccc3)C2)cc1,-5.297,    ,Log Peff,-5.297,Log Peff,-5.2967086,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51607137,    ,Clc1cc2C(=O)NCCCCN(C(=O)CCc3c(C)onc3C)CC(=O)NC(C(C)C)COc2cc1,-6.721,    ,Log Peff,-6.721,Log Peff,-6.7212462,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51653517,    ,O=C(N1C(Cc2ccccc2)COc2c(C(=O)N(C)CCCC1)cccc2)c1ccccc1,-4.884,    ,Log Peff,-4.884,Log Peff,-4.884057,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51597140,    ,O=C(CCn1cncc1)N1CC2(C(=O)N(CC)CCOc3c(cccc3)CCCC2)OCC1,-5.896,    ,Log Peff,-5.896,Log Peff,-5.8961964,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52172629,    ,O=C(N1CCOc2c(C(=O)N3CCC(COC)(CC3)CCCC1)cccc2)c1c(C)ncs1,-5.575,    ,Log Peff,-5.575,Log Peff,-5.5751185,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51600375,    ,O=C(CCc1cnccc1)N1CC2(C(=O)N(CCCC)CCOc3c(cccc3)CCCC2)OCC1,-5.474,    ,Log Peff,-5.474,Log Peff,-5.4736609,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_54561540,    ,O=C(C)N1CC(OC)C(O)C(O)COCCCCN(C(=O)c2cnc(N(C)C)nc2)CCC1,-7.097,    ,Log Peff,-7.097,Log Peff,-7.09691,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51650621,    ,Brc1c(C(=O)N2C3C(Oc4c(C(=O)N(CCC)CCCC2)cccc4)CCCC3)cccc1,-5.595,    ,Log Peff,-5.595,Log Peff,-5.5951662,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52146269,    ,O=C(NCc1cnccc1)Cc1cc2c(OCCCCCNC(=O)CN(Cc3ccccc3)C2)cc1,-5.493,    ,Log Peff,-5.493,Log Peff,-5.493495,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52206266,    ,O=C(NCc1cc(CN2CCOCC2)ccc1)CN1Cc2c(Oc3c(OCC(C)(C)CCC1)cccc3)nccc2,-5.438,    ,Log Peff,-5.438,Log Peff,-5.4377069,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51597215,    ,O=C(Cc1nc(C)sc1)N1CC2(C(=O)N(CC)CCOc3c(cccc3)CCCC2)OCC1,-5.234,    ,Log Peff,-5.234,Log Peff,-5.2335873,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52203642,    ,O=C(CCc1cc2c(OCCCCCNC(=O)CN(Cc3ccccc3)C2)cc1)N1CCC(CCO)CC1,-5.879,    ,Log Peff,-5.879,Log Peff,-5.879426,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51597003,    ,Fc1c(C(=O)N2CC3(C(=O)N(CC)CCOc4c(cccc4)CCCC3)OCC2)cccc1,-5.556,    ,Log Peff,-5.556,Log Peff,-5.5559554,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51653511,    ,Clc1c(C(=O)N2C(Cc3ccccc3)COc3c(C(=O)N(C)CCCC2)cccc3)cccc1,-5.171,    ,Log Peff,-5.171,Log Peff,-5.17134,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51603926,    ,Clc1cc2C(=O)NCCCCN(C(=O)c3c(C)cccn3)CC(=O)NC(Cc3ccccc3)COc2cc1,-6.444,    ,Log Peff,-6.444,Log Peff,-6.4436975,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52168491,    ,O=C(Cn1cncc1)N1CC(=O)NCCCCCOc2c(OCC)cccc2C1,-6.495,    ,Log Peff,-6.495,Log Peff,-6.4948502,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51597129,    ,O=C(Nc1nccc(C(=O)N2CC3(C(=O)N(CC)CCOc4c(cccc4)CCCC3)OCC2)c1)C,-6.056,    ,Log Peff,-6.056,Log Peff,-6.0555172,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51600242,    ,O=C(NCC(=O)N1CC2(C(=O)N(CCCC)CCOc3c(cccc3)CCCC2)OCC1)C,-5.457,    ,Log Peff,-5.457,Log Peff,-5.4571748,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52477547,    ,S(=O)(=O)(C)N1CCN(C(=O)c2cc3c(OCCOCCN(C(C)C)Cc4cc(ccc4)C3)cc2)CC1,-5.979,    ,Log Peff,-5.979,Log Peff,-5.9788108,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52172832,    ,O=C(N1CCOc2c(C(=O)N3CCC(CO)(CC3)CCCC1)cccc2)c1nc(OC)ccc1,-6.658,    ,Log Peff,-6.658,Log Peff,-6.6575775,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51616172,    ,Clc1cc2C(=O)N(C)C(Cc3ccccc3)C(=O)N(C)CCCCN(C(=O)C3CCC(F)(F)CC3)CCCCOc2cc1,-5.625,    ,Log Peff,-5.625,Log Peff,-5.6252518,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52203782,    ,O=C(N1C2CC(O)CC1CC2)c1c2c(OCCCCCNC(=O)CN(Cc3ccccc3)C2)ccc1,-6.42,    ,Log Peff,-6.42,Log Peff,-6.4202166,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52168520,    ,O=C(COc1c(OC)cccc1)N1CC(=O)NCCCCCOc2c(OCC)cccc2C1,-5.416,    ,Log Peff,-5.416,Log Peff,-5.415669,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51616092,    ,Clc1cc2C(=O)N(C)CCCCN(C(=O)COc3cc(F)ccc3)CCCOc2cc1,-5.085,    ,Log Peff,-5.085,Log Peff,-5.0851283,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_52146711,    ,O=C(N1CCC2(C(=O)NC(C)COc3c(cccc3)CCCC2)CC1)c1nn(C)c(C)c1,-5.457,    ,Log Peff,-5.457,Log Peff,-5.4571748,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51600076,    ,O=C(CCc1cnccc1)N1CC2(C(=O)N(C)CCOc3c(cccc3)CCCC2)OCC1,-5.077,    ,Log Peff,-5.077,Log Peff,-5.076756,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_57264494,    ,O=C(/C=C/c1cc(C)ccc1)N1C(CC(C)C)CN(C(=O)COC)CC(OC)C(O)C(O)COCCCC1,-6.036,    ,Log Peff,-6.036,Log Peff,-6.036212,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_51614155,    ,Clc1cc2C(=O)NCC3(CCN(C(=O)CCN4C(=O)C=CC=C4)CC3)CCCCCOc2cc1,-5.889,    ,Log Peff,-5.889,Log Peff,-5.8894105,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_57264266,    ,Fc1cc(/C=C/C(=O)N2C(CC(C)C)CN(C(=O)C)CC(OC)C(O)C(O)COCCCC2)ccc1,-5.893,    ,Log Peff,-5.893,Log Peff,-5.8927898,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
BAS_57264565,    ,Fc1cc(/C=C/C(=O)N2C(CC(C)C)CN(C(=O)C)CC(OC)C(O)C(O)COCCCC2)ccc1,-6.347,    ,Log Peff,-6.347,Log Peff,-6.3467875,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022
